Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Cardiologia e cardiochirurgia,"Prima del seguente ECG e sapere che corrisponde a un paziente di 78 anni con una storia di un ampio infarto precedente e disfunzione ventricolare moderata residua, quale sarebbe il suo primo sospetto diagnostico?",https://compitoinclasse.org/simulatori/IMGmir/6-dom.jpg,Tachicardia atriale.,Tachicardia sopraventricolare per rientro intranodale.,Tachicardia ventricolare.,Flutter atriale atipico.,,Tachicardia ventricolare.,C,D,D,D
Cardiologia e cardiochirurgia,"Donna di 51 anni con una storia di diabete mellito di tipo I e ipertensione arteriosa a lunga evoluzione. Nel trattamento sostitutivo renale mediante emodialisi per 14 anni a seguito di uno stadio cronico della malattia renale 5. Durante una delle sessioni di dialisi si riferisce al dolore centro -centrocamera e alla dispnea dell'aspetto improvviso. Le costanti emodinamiche sono normali. La nitroglicerina endovenosa è guidata per la correzione del dolore toracico, che dà in circa quindici minuti. Vengono mostrati elettrocardiogrammi realizzati con e senza dolore toracico. Non vi era alcuna elevazione posteriore degli enzimi di necrosi miocardica. Qual è la diagnosi di sospetto e l'atteggiamento di seguire?:",https://compitoinclasse.org/simulatori/IMGmir/2183-dom.jpg,Sindrome coronarica acuta senza elevazione del segmento ad alto rischio. È necessario inserire un'unità con sorveglianza elettrocardiografica continua con raccomandazione di coronaryografia precoce (≤48 h),"Sindrome coronarica acuta senza elevazione del segmento ST, a rischio moderato. È necessario inserire un'unità con sorveglianza elettrocardiografica continua, con raccomandazione iniziale della coronaryografia differita (> 48 h)","Sindrome coronarica acuta senza aumento del segmento ST, basso rischio. È necessario inserire un impianto di ricovero convenzionale con raccomandazione del test di induzione dell'ischemia prima della dimissione dell'ospedale e della coronarografia differita secondo il risultato",I cambiamenti elettrocardiografici non sono la diagnosi della sindrome coronarica acuta e sono considerati secondari all'emodialisi. Non ha bisogno di ammissione ospedaliera,,Sindrome coronarica acuta senza elevazione del segmento ad alto rischio. È necessario inserire un'unità con sorveglianza elettrocardiografica continua con raccomandazione di coronaryografia precoce (≤48 h),A,C,C,C
Cardiologia e cardiochirurgia,"Paziente di 58 anni che va al pronto soccorso per presentare frequenti tachicardia di inizio improvviso. Il paziente non ha una storia personale di interesse tranne la storia della tachicardia per alcuni anni, in particolare le relative ai cambiamenti posturali accompagnati da vertigini e dolore toracico. La figura mostra un layout ECG alla sua ammissione al pronto soccorso, in cui il paziente ha dichiarato che la tachicardia stava avendo un comportamento incessante, iniziando e terminando spontaneamente in più occasioni. A suo avviso la diagnosi più probabile in questo paziente è:",https://compitoinclasse.org/simulatori/IMGmir/933-dom.jpg,Recenti tachicardia ventricolare atullection mediata da un lento intranodale.,Sindrome di Brugada associata alla tachicardia.,Sindrome di Wolff-Parkinson-White e fibrillazione atriale.,Tachicardia ventricolare.,Auricolo ventricolare accessorio e tachicardia di Reentrada ortodromica.,Auricolo ventricolare accessorio e tachicardia di Reentrada ortodromica.,E,E,E,E
Cardiologia e cardiochirurgia,"Uomo di 75 anni senza fattori di rischio cardiovascolare. Va al suo centro sanitario per dispnea di moderati sforzi di un anno di evoluzione, che nelle ultime settimane appare di fronte a piccoli sforzi. All'esame fisico, un maleducato respiro sistolico viene auscultato nel 2 ° spazio intercostale, irradiato in carotidi con cancellazione del 2 ° tono cardiaco. Viene praticato un ecocardiogramma che mostra una normale funzione biventricolare e un ispessimento di una delle valvole cardiache che presenta un'area di 0,95 cm2 (immagine). Qual è la diagnosi più probabile e l'atteggiamento terapeutico da seguire?:",https://compitoinclasse.org/simulatori/IMGmir/2401-dom.jpg,Stenosi valvolare aortica grave che indica la sostituzione valvolare.,Stenosi valvolare aortica moderata con un'indicazione del monitoraggio clinico ambulatoriale.,Stenosi mitrale grave che indica la sostituzione valvolare.,Stenosi mitrale moderata che indica un monitoraggio clinico ambulatoriale.,,Stenosi valvolare aortica grave che indica la sostituzione valvolare.,A,A,A,A
Cardiologia e cardiochirurgia,Paziente di 60 anni che va al pronto soccorso per una sensazione di vertigini e sudoro mezz'ora di evoluzione. Quale alterazione troviamo nel tuo elettrocardiogramma?:,https://compitoinclasse.org/simulatori/IMGmir/1811-dom.jpg,Sinus Tachicardia,Flutter atriale,Frequenti extrasistles per cuffie,Fibrillazione atriale,,Fibrillazione atriale,D,D,C,C
Cardiologia e cardiochirurgia,"La donna di 53 anni, con una storia di carcinoma mammario nella fase IV, diagnosticata nel 2017, nel monitoraggio dell'oncologia. Vai al servizio di emergenza per il riposo e il disagio generale di una settimana di evoluzione. L'esame fisico distingue la tachipnea a 28 respiri/minuto, frequenza cardiaca 130 LPM, PA 80/50 mmHg e distensione venosa giugulare. Rispetto ai risultati dell'ECG che viene realizzato (immagine) e sospetto clinico, indicano la risposta corretta:",https://compitoinclasse.org/simulatori/IMGmir/1388-dom.jpg,Il test dell'immagine a scelta diagnostica è un ecocardiogramma transracico urgente.,Il ritmo osservato è auricolare flutter (flutter) con guida 2: 1.,Presenta criteri elettrocardiografici di sovraccarico ventricolare destro.,"Dato il sospetto clinico, la somministrazione diuretica della maniglia endovenosa dovrebbe essere iniziata per ridurre la congestione venose.",,Il test dell'immagine a scelta diagnostica è un ecocardiogramma transracico urgente.,A,A,A,A
Cardiologia e cardiochirurgia,"Maschio di 39 anni, fumatore di 20 sigarette al giorno, con una storia di un infarto miocardico acuto inferiore a 38 anni. Nel cateterizzazione, è stata osservata una lesione nel coronarico destro prossimale ed è stata implementata una tossicodipendenza. Fevi era normale. È in trattamento con atorvastatina 80 mg/die, acido acetilsalicilico 100 mg/die e bisoprololo 2,5 mg/die. Fai una dieta e un esercizio adeguati ed è asintomatico dal punto di vista cardiovascolare. Fornisce analisi con lipoproteine ​​(A) 380 nmol/L (valore normale fino a 125 nmol/L), colesterolo totale 238 mg/dL, HDL 45 mg/dL, LDL 132 mg/dl e TG 142 mg/dl. All'esame fisico, si osserva la seguente scoperta (vedi immagine). Oltre a insistere per smettere di fumare, quale delle seguenti raccomandazioni è più appropriata?",https://compitoinclasse.org/simulatori/IMGmir/2185-dom.jpg,"Per raggiungere gli obiettivi di trattamento della dislipemia, aggiungi Ezetimiba",Aggiungi un inibitore del PCSK9 e richiedi un test genetico dell'ipercolesterolemia familiare,Invia l'Oftalmologo per escludere una malattia di Wilson,Aggiungi niacina per ridurre le lipoproteine ​​(A),,Aggiungi un inibitore del PCSK9 e richiedi un test genetico dell'ipercolesterolemia familiare,B,C,C,C
Cardiologia e cardiochirurgia,"Donna 39enne, una donna incinta di 34 settimane con nascita attuale che dopo il posizionamento del catetere epidurale per l'analgesia si riferisce a vertigini, la pressione sanguigna viene presa 104/57 mmHg e frequenza cardiaca 45 Lpm, quindi 9 mg di Efedriina I.V. Dopodiché, inizia a notare palpitazioni e oppressione alla base del collo. Viene eseguito l'ECG che viene mostrato (vedi immagine), quale dei seguenti processi patofisiologici è stato in grado di contribuire allo sviluppo del quadro che questo paziente presenta?",https://compitoinclasse.org/simulatori/IMGmir/7-dom.jpg,Rompere una piastra di trombo super -occolvole.,Spasmo di un'arteria coronarica epicardica.,Ischemia miocardica legata all'aumento della domanda di ossigeno miocardico.,Disfunzione dell'endotelio coronarico.,,Ischemia miocardica legata all'aumento della domanda di ossigeno miocardico.,C,B,C,C
Cardiologia e cardiochirurgia,Il paziente con ECG 1 ° riceve un farmaco. Viene mostrata la sequenza elettrocardiografica post -trattamento (2a e 3a). Qual è il farmaco somministrato?,https://compitoinclasse.org/simulatori/IMGmir/1179-dom.jpg,Verapamil,Atenololo,Adenosina,Digossina,,Adenosina,C,D,D,D
Cardiologia e cardiochirurgia,"A un paziente di 55 anni viene chiesto una mappa (monitoraggio ambulatoriale della pressione sanguigna), per presentare i valori della pressione sanguigna di consultazione nella categoria normale, per escludere l'ipertensione arteriosa mascherata. Il risultato dello studio è osservato nell'immagine. Le medie della pressione sanguigna erano: media di 24 ore 121/73 mmHg, media nel periodo diurno 124/75 mmHg, media nel periodo notturno di 111/65 mmHg. La pressione arteriosa sistolica notturna è diminuita del 10,4 % della media dei valori diurni e la pressione diastolica notturna è scesa del 13,9 % della media dei valori diurni. Delle seguenti opzioni, quale corrisponde meglio alla mappa fatta?:",https://compitoinclasse.org/simulatori/IMGmir/1628-dom.jpg,Normotensione e pattern Dipper.,Normotensione e pattern non dipper.,Ipertensione e pattern di Dipper.,Ipertensione e pattern non didipper.,,Normotensione e pattern Dipper.,A,C,D,C
Cardiologia e cardiochirurgia,"Un uomo di 82 anni, con una storia di cardiomiopatia dilatata, va alle urgenze mediante sincopi ricorrenti nell'ultima settimana. Viene eseguito un elettrocardiogramma che mostra:",https://compitoinclasse.org/simulatori/IMGmir/1149-dom.jpg,Blocco di ramo destro con emibloqueo posteriore.,Blocco di ramo destro con emibloqueo anteriore.,Blocco di ramo a sinistra completo.,Blocco ramo destro.,,Blocco di ramo destro con emibloqueo anteriore.,B,D,D,D
Cardiologia e cardiochirurgia,"In questo paziente, la procedura e/o il trattamento di scelta che consiglierei è:",https://compitoinclasse.org/simulatori/IMGmir/471-dom.jpg,Cateterizzazione urgente.,Angioplastica primaria.,Fibrinolisi.,Prednisone 10 mg/12 ore.,Anti -infiammatori in trattamento prolungato.,Anti -infiammatori in trattamento prolungato.,E,E,A,A
Cardiologia e cardiochirurgia,"Uomo di 40 anni con ipertensione arteriosa, in trattamento con enalapril, amlodipina e idroclorotiazide a dosi complete. In consultazione ha figure di pressione sanguigna superiori a 150/100 mmHg e il risultato del monitoraggio ambulatoriale della pressione sanguigna di 24 ore (MAP) è mostrato nell'immagine. La striscia ombreggiata a destra indica il periodo di sonno. Afferma di soddisfare il trattamento, esercizio quotidiano e mangiare con poco sale. Non assume farmaci che possono aumentare la pressione sanguigna. Qual è l'atteggiamento più corretto in questo momento?",https://compitoinclasse.org/simulatori/IMGmir/1150-dom.jpg,Mantieni il trattamento attuale senza cambiamenti e ripeti la mappa in 6 mesi.,"Associare un antialdosteronico, sospendere l'idroclorotiazide e una revisione in consultazione in 6 mesi.",Associare Olmesartan e ripetere la mappa in 6 mesi.,Posare uno studio per escludere le cause di ipertensione secondaria e associare un quarto farmaco.,,Posare uno studio per escludere le cause di ipertensione secondaria e associare un quarto farmaco.,D,D,D,D
Cardiologia e cardiochirurgia,"Un 26enne, senza storia patologica di interesse, va al dipartimento di emergenza per palpitazioni di poco più di un'ora. È consapevole e la pressione sanguigna è di 95/60 mm Hg. Il percorso elettrocardiografico è mostrato nell'immagine. Quale dei seguenti pensi alla diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/239-dom.jpg,Tachicardia parossistica sopraventricolare per rientro intranodale.,Fibrillazione atriale in un paziente con sindrome da lupo-parkinson-bianco.,Tachicardia ventricolare.,Fibrillazione ventricolare.,,Fibrillazione atriale in un paziente con sindrome da lupo-parkinson-bianco.,B,B,B,B
Pneumologia toracica e chirurgia,Indicare quale posizione è la lesione:,https://compitoinclasse.org/simulatori/IMGmir/1380-dom.jpg,Bronchio destro principale.,Bronchio di lobar centrale.,Sinistra Bronchio principale.,Bronchio intermedia.,,Bronchio intermedia.,D,D,D,D
Pneumologia toracica e chirurgia,"La donna di 64 anni, senza una storia di interesse, con dispnea progressiva di diverse settimane di evoluzione, la cui radiografia frontale torace suggerisce una diagnosi radiologica praticamente definitiva. Cosa sarebbe?:",https://compitoinclasse.org/simulatori/IMGmir/696-dom.jpg,Tromboembolismo polmonare con attacchi di cuore.,Pneumonó di Pneumocystis Jiroveci.,Proteinosi alveolare.,Edema polmonare.,Pneumonó Eosinó Crínica.,Pneumonó Eosinó Crínica.,E,B,E,B
Pneumologia toracica e chirurgia,"All'interno del protocollo preoperatorio di un neuroma Morton in un paziente di 45 anni, un fumatore di sigaretta di 20 giorni fino a tre anni fa, attualmente asintomatici, sono incluse le radiografie torace che sono mostrate nell'immagine n. 4. Qual è la ricerca radiologica fondamentale in questo caso?:",https://compitoinclasse.org/simulatori/IMGmir/925-dom.jpg,Un consolidamento polmonare nella linea superiore destra.,"Un tumore broncopolmonare centrale, con adenopatia.",Una fuoriuscita pleurica incapsulata cisurale.,Una massa mediastica anteriore.,Un impatto mucoso della bronchiectasia centrale.,"Un tumore broncopolmonare centrale, con adenopatia.",B,C,B,C
Pneumologia toracica e chirurgia,"Donna 58enne con una foto di mesi di tosse, Odinofage e Carraspeo, che consulta per la presentazione dell'espettorato hemptoico. Non si riferisce alla febbre o alla dispnea. Exfuster più di 30 anni fa (ha fumato per 10 anni 1 PAQ/giorno). L'analisi è normale. Viene mostrata la radiografia del torace poster-prior. Che scoperta è?:",https://compitoinclasse.org/simulatori/IMGmir/2204-dom.jpg,Atelectasie del Libulus in basso a sinistra,Sindatura pleurica subpolmonare sinistra,Bochdalek Hernia o difetto diaframma posteriore sinistro,Iperinsocio polmonare destro da parte della bronchiectasie e impatti mucosi basali,,Atelectasie del Libulus in basso a sinistra,A,A,A,A
Pneumologia toracica e chirurgia,"Uomo di 70 anni, fumatore attivo, a cui uno studio radiologico del torace viene condotto come protocollo preoperatorio per l'ipertrofia prostatica. Quale sarebbe la scoperta semiologica fondamentale di questa immagine radiologica?:",https://compitoinclasse.org/simulatori/IMGmir/698-dom.jpg,Fuoriuscita pleurica a sinistra incapsulata.,Tumore delle precedenti tesoni molli del Tórax.,Crollo della linea superiore sinistra.,Massa mediastina anteriore.,Elevazione della potenza del diaframma sinistro.,Crollo della linea superiore sinistra.,C,D,C,D
Pneumologia toracica e chirurgia,"Donna di 42 anni che si reca al pronto soccorso per un aumento della dispnea nelle ultime settimane che accompagna un leggero dolore al torace acuto che aumenta con i movimenti respiratori. Non ha presentato febbre o tosse. Per l'auscultazione polmonare, è obiettiva la diminuzione del mormorio vescicolare sulla base destra. La seguente radiografia del torace che dimostra l'esistenza di:",https://compitoinclasse.org/simulatori/IMGmir/255-dom.jpg,Tumore al broncogosio.,Bochdalek Hernia.,Ascesso polmonare,Pneumopericardio.,,Bochdalek Hernia.,B,B,C,C
Pneumologia toracica e chirurgia,"L'uomo di 65 anni, Exfuster, senza storia di interesse cardiorespiratoria, che va a consultare una tavola progressiva di disagio generale, episodi di tosse e febbre di una settimana di evoluzione. Tra i test che richiedono il medico c'è una radiografia toracica. In relazione ai risultati di detta radiografia, indicano l'opzione corretta:",https://compitoinclasse.org/simulatori/IMGmir/1401-dom.jpg,"Esiste un ampliamento mediastico che si estende alla regione superiore dell'emitrax destro, quindi il principale sospetto è che si tratti di un linfoma.",Un consolidamento alveolare si osserva nel libulus in alto a destra. La diagnosi più probabile è un pneumone.,L'immagine radiologica corrisponde a una lesione extrapolmonare,Può essere una massa pleurica o una massa del muro tornico.,Il paziente ha una atelectasie della linea superiore destra; Il primo sospetto diagnostico è un carcinoma broncogystico.,Il paziente ha una atelectasie della linea superiore destra; Il primo sospetto diagnostico è un carcinoma broncogystico.,E,E,E,E
Pneumologia toracica e chirurgia,"Un dipendente della banca di 38 anni a cui ci è stato riferito la revisione della società periodica per valutare la radiografia del torace. Il paziente fuma 20 sigarette/giorno dall'età di 21 anni. Dice che negli ultimi mesi è un po 'più stanco del solito. L'analisi di laboratorio di base è normale ad eccezione di un HB di 11,4 g/dL. Un elettrocardiogramma e la spirometria forzata sono normali. Quale pensi sia l'orientamento diagnostico più plausibile?",https://compitoinclasse.org/simulatori/IMGmir/1169-dom.jpg,La malattia di Hodgkin.,Istoplasmosi del tipo di infezione Fibic.,Sarcoidosi,Broncogia -Nacing Carcinoma.,,Sarcoidosi,C,D,C,D
Pneumologia toracica e chirurgia,"Donna di 90 anni con una storia di malattia di Alzheimer nello stadio terminale (scala di deterioramento globale 7), dipendenza per tutte le attività di base della vita quotidiana e disfagia occasionale ai liquidi. Si reca al dipartimento di emergenza per presentarsi nelle ultime ore dell'udito, Tachypnea, Tachicardia ritmica e temperatura ascellare di 37,3 ° C. L'esame fisico è difficile e non fornisce dati più notevoli. Prima della radiografia del torace mostrato, qual è la diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/1630-dom.jpg,Tromboembolismo polmonare.,Edema polmonare acuto.,Pneumone interstiziale acuto.,Pneumone broncoalveolar acuto.,,Pneumone broncoalveolar acuto.,D,C,C,C
Pneumologia toracica e chirurgia,"Donna di 64 anni che consulta i centri centrali 24 ore di evoluzione senza altre manifestazioni cliniche. Sulla radiografia del torace, che scoperta è?:",https://compitoinclasse.org/simulatori/IMGmir/1985-dom.jpg,A` REURYSM,Pericardite acuta,Pneumone,Hiatal Hernia,,Hiatal Hernia,D,B,B,B
Pneumologia toracica e chirurgia,"Nel paziente precedente, quale dei seguenti atteggiamenti sarebbe meno giustificato?",https://compitoinclasse.org/simulatori/IMGmir/477-dom.jpg,Fare un TAC tornico.,Richiedi livelli sillettici di ALFA-1-antitripsina.,Chiedi una prova di marzo di 6 minuti.,Richiedi test allergici cutanei.,Inizia il trattamento con i broncodilatatori.,Richiedi test allergici cutanei.,D,B,B,B
Pneumologia toracica e chirurgia,"Uomo di 40 anni, fumatore, con una storia di pneumotorax spontaneo sinistro. Consultazione per la tosse non produttiva e la dispnea di medio sforzo di stabilimento progressivo per 5 mesi. L'auscultazione polmonare rivela alcuni rales di crepiting diffusi. I risultati radiologici sono mostrati nell'immagine n. 6. Qual è la prima opzione diagnostica?",https://compitoinclasse.org/simulatori/IMGmir/929-dom.jpg,Linfangiooleiomiomatosi,Enfisema polmonare,Silicosi,Fibrosi polmonare idiofitica,Istiocitosi x,Istiocitosi x,E,E,E,E
Pneumologia toracica e chirurgia,"Donna di 45 anni, 20 fumatore di cig/giorno. Va al pronto soccorso per un quadro clinico di 10 giorni di evoluzione della tosse mucopurulenta, dolore nell'emitorace destro, astenia e sudorazione notturna. L'auscultazione polmonare con soffio vescicolare è diminuita a livello del terzo superiore del polmone destro con abbondante roncus da entrambi i campi. Analisi: HB 10 G/dL, piastrine 629.000/μL e 16.000/μl di leucociti con neutrofili all'83%. Viene eseguito un torace RX. Qual è l'atteggiamento più corretto?",https://compitoinclasse.org/simulatori/IMGmir/1164-dom.jpg,Transtoraal Punction guidata da TC.,Broncoscopia con lavaggio broncoalveolare.,Escial antibioterapia con copertura di Anaerobie.,Drenaggio percutaneo.,,Escial antibioterapia con copertura di Anaerobie.,C,A,A,A
Pneumologia toracica e chirurgia,"L'uomo di 37 anni non fumatore e senza storia medica di interesse che presenta un quadro di oltre tre settimane di evoluzione di persistenti dolori articolari secchi, febbre e irregolari. Tra i test che richiedono il medico c'è una radiografia toracica. Quale delle seguenti diagnosi sospetta in primo luogo?:",https://compitoinclasse.org/simulatori/IMGmir/1619-dom.jpg,Tubercolosi.,Artrite reumatoide.,Ipertensione arteriosa polmonare secondaria all'insufficienza cardiaca sinistra.,Sarcoidosi,,Sarcoidosi,D,A,A,A
Pneumologia toracica e chirurgia,Quale dei seguenti profili spirometrici si adatterà più all'immagine clinica del paziente?,https://compitoinclasse.org/simulatori/IMGmir/930-dom.jpg,Relazione FEV1/FVC 85%: FEV1 86%; FVC 65%.,Relazione FEV1/FVC 57%; FEV1 51%; FVC 85%.,Relazione FEV1/FVC 77%; FEV1 85%; FVC 82%.,Relazione FEV1/FVC 79%; FEV1 105%; 98%FVC.,Relazione FEV1/FVC 60%; FEV1 81%; FVC 120%.,Relazione FEV1/FVC 85%: FEV1 86%; FVC 65%.,A,A,A,A
Pneumologia toracica e chirurgia,"L'uomo di 47 anni che ha presentato 48 ore di febbre e dolore toracico delle caratteristiche pleuritiche nell'emitorace sinistro, nonostante abbia ricevuto un trattamento per 15 giorni con amoxicillina/clavulanica a causa della sinusite dell'evoluzione torpida. Nell'esplorazione la temperatura è di 37,8 ° C, la pressione sanguigna 180/100 mmHg, evidenzia l'aspetto prostrato del paziente. Nell'esplorazione cardiorespiratoria e addominale, si distinguono solo i crepitanti udibili nell'emitorace sinistro. Normale esplorazione neurologica. Nell'analisi, l'emoglobina 10,5 g/dL e VCM 89 FL, 12.000 leucociti/mm3 con discreta neutrofilia e piastrine di 450.000/mm3. La creatinina è 1,7 mg/dl. Una striscia reattiva urinaria mostra 5-10 leucociti, 5-10 globuli rossi e proteine ​​+. Viene mostrata la radiografia del torace posteroantico. Indicare quale delle seguenti determinazioni analitiche richiederebbe di confermare la diagnosi:",https://compitoinclasse.org/simulatori/IMGmir/1629-dom.jpg,Anticorpi anti-proteinasi 3.,Enzima convertitore di angiotensina.,Galactomanano.,Anticorpi anticorpi antimbici basali glomerulari.,,Anticorpi anti-proteinasi 3.,A,A,A,A
Pneumologia toracica e chirurgia,"Uomo di 68 anni senza abitudini tossiche, con fibrillazione atriale nel trattamento anticoagulante. Ha lasciato la dispnea toracica e il dolore eseguendo test complementari (immagine 1 e 2). A 4 anni di diagnosi e trattamento istopatologico, viene eseguita la radiografia di controllo (immagine 3). Indicare quale delle seguenti entità è molto probabilmente:",https://compitoinclasse.org/simulatori/IMGmir/1402-dom.jpg,Crínica Atelectasia passiva.,Metallo polmonare di origine sconosciuta.,Hemotóx in ritardo spontaneo.,Mesotelioma pleurico.,,Mesotelioma pleurico.,D,D,D,D
Pneumologia toracica e chirurgia,"Il maschio di 60 anni e il fumatore attivo, che presenta tosse e aspettativa quotidiana di anni di evoluzione, occasionalmente Hemptoic. Negli ultimi mesi viene aggiunta una dispnea progressiva. Presenta Acropaquia e nell'auscultazione polmonare evidenzia roncus e sibilanti teleinspiratori nel polmone sinistro. TC polmonare ad alta risoluzione è mostrato nell'immagine allegata. Qual è la diagnosi più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/2186-dom.jpg,Carcinoma quismal,Enfisema polmonare,Tubercolosi capettata,Bronchiectasis,,Bronchiectasis,D,D,D,D
Pneumologia toracica e chirurgia,"L'uomo di 61 anni consulta l'affaticamento progressivo, la sensazione di pienezza addominale, debolezza muscolare e perdita di circa 8 kg di peso nell'ultimo anno. È originario del Pakistan, con barriera idiomatica che ostacola l'interrogatorio. È un fumatore attivo, fa riferimento a frequenti dipinti catarrici, senza altri antecedenti di interesse. L'esame fisico si distingue per la sua magrezza e una tintura ichterica sclerotica. Presenta ingurgitazione giugulare che sembra aumentare di ispirazione, epatomegalia 3 cm al di sotto della flangia costale destra, matidità mobile nei fianchi e leggero edema bimalelare. La radiografia del torace laterale è quella che mostra l'immagine. Indipendentemente dal fatto che sia necessario eseguire uno studio su profondità dei vari problemi rilevati nella storia e nell'esplorazione, quale dei seguenti è il test più utile da eseguire di seguito?",https://compitoinclasse.org/simulatori/IMGmir/1387-dom.jpg,Ecografia addominale.,Test del funzionalismo respiratorio.,Epatite B e C. Serologia,TC di Tórax.,,TC di Tórax.,D,D,D,D
Pneumologia toracica e chirurgia,L'immagine corrisponde a 5 minuti di studio di una poligrafia respiratoria in un maschio di 62 anni. Che tipo di evento respiratorio si vede in esso?:,https://compitoinclasse.org/simulatori/IMGmir/1997-dom.jpg,Apnea ostruttiva,Sforzo respiratorio associato al microdepertar,Apnea centrale,Ipopnea,,Ipopnea,D,C,C,C
Pneumologia toracica e chirurgia,Paziente di 74 anni che consulta la debolezza muscolare. Fornisce un TC realizzato in un altro centro. Quale delle seguenti determinazioni supporterebbe il nostro sospetto diagnostico più probabile?,https://compitoinclasse.org/simulatori/IMGmir/26-dom.jpg,Anticorpi contro il ricevitore di acetilcolina.,Anticorpi davanti ai canali del calcio.,Anticorpi antisintetasi.,Anticorpi TSH e antitiroidei.,,Anticorpi contro il ricevitore di acetilcolina.,A,A,A,A
Pneumologia toracica e chirurgia,"L'uomo di 61 anni, che ha ricevuto un trapianto alogenico aploidale 20 mesi fa dal linfoma T non Hodgkin, in piena risposta, che consulta una sindrome febbrile per 72 ore con tosse e aspettativa biancastra e dispnea progressiva a sforzi moderati. Astenia si riferisce per un mese e mezzo. Viene eseguito il TC toracico mostrato nell'immagine. Quale delle seguenti è la diagnosi più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/2399-dom.jpg,Pneumone. Di Mycobacterium tuberculosis.,Pneumonó di Aspergillus.,Pneumon di Streptococcus pneumoniae.,Pneumonó di Pneumocystis jirovecii.,,Pneumonó di Pneumocystis jirovecii.,D,D,D,D
Pneumologia toracica e chirurgia,Uomo di 58 anni senza storia clinica o chirurgica di interesse tranne il fumatore con storia di dispnea progressiva. Va al pronto soccorso a causa dell'aumento della dispnea. La radiografia del torace praticato è mostrata nell'immagine. Sottolineare quale gruppo semiologico dovrebbe essere incorniciato:,https://compitoinclasse.org/simulatori/IMGmir/23-dom.jpg,Tumore del tessuto molle della parete tornica.,Consolidamento alveolare.,Atelectasie,Fuoriuscita pleurica.,,Atelectasie,C,C,C,C
Pneumologia toracica e chirurgia,Quale delle seguenti opzioni risponde meglio al modello radiologico dell'immagine?,https://compitoinclasse.org/simulatori/IMGmir/252-dom.jpg,Pattern in panal.,Patrono distruttivo.,Pattern milial.,Modello microqual.,,Pattern milial.,C,C,C,C
Pneumologia toracica e chirurgia,"Maschio di 74 anni che consulta il dolore nel diritto di emitorace delle caratteristiche pleuritiche di 1 settimana di evoluzione, dispnea di sforzi moderati, tosse produttiva e febbre, senza sindrome generale. Nell'analisi, PCR 92,9 mg/L e démero D 1.630 ng/ml (normale <500) si distinguono. Viene mostrata la radiografia del torace poster-prior. Qual è la diagnosi di sospetto e l'atteggiamento di seguire?:",https://compitoinclasse.org/simulatori/IMGmir/1986-dom.jpg,Richiedi Angitc delle arterie polmonari per sospetto tromboembolia polmonare,Avviare il trattamento anti-triastico a causa del sospetto di pneumonva senza segni di complicazione e controllo radiologico in 4-6 settimane,Derivato alla consultazione specializzata per il sospetto radiologico del carcinoma polmonare,Richiedi radiografia nei decimi laterali destro per sospetto di fuoriuscita pleurica incapsulata prima della toracentesi,,Richiedi Angitc delle arterie polmonari per sospetto tromboembolia polmonare,A,C,C,C
Pneumologia toracica e chirurgia,"In un recente emogramma, gli unici dati notevoli sono un'eosinofilia del 16%. Quale test diagnostico di quanto segue fornirebbe maggiori informazioni nello studio del paziente?",https://compitoinclasse.org/simulatori/IMGmir/475-dom.jpg,Ecocardiogramma.,Determinazione totale e P-Ancas.,Bronchofibroscopia.,Tomografia computerizzata.,Metacolina e test di flusso espiratorio massimo (flusso di picco).,Tomografia computerizzata.,D,D,D,D
Pediatria,"Infante di 25 giorni che ha lesioni sul viso per 2 giorni accentuati. Nell'esplorazione, si osservano macule eritematose convergenti, desquator, con secrezione sierosa giallastra, situata su maschere, scanalature nasogene, orecchie e regione retrouricolare, anteriore e mento. Resto della normale esplorazione. Quale diagnosi è più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/1614-dom.jpg,Eritema toxoallergic del neonato.,Dermatite atopica.,Dermatite seborroica.,Imitatale neonatale.,,Dermatite seborroica.,C,B,C,C
Pediatria,Ragazza di 3 anni che presenta un doloroso tumore anteriore alla palpazione senza storia traumatica o altre manifestazioni cliniche o radiologiche associate. Quale diagnosi è più probabile nell'immagine mostrata?:,https://compitoinclasse.org/simulatori/IMGmir/1803-dom.jpg,Itiocitosi cellulare di Langerhans,Rabomiosarcoma,Linfoma,Cisti dermoide,,Itiocitosi cellulare di Langerhans,A,E,E,E
